package,category,first_version,last_version
hs133bptensg7cdf,annotation,108,108
hs133bptensg7probe,annotation,108,108
hs133bptensgcdf,annotation,109,201
hs133bptensgprobe,annotation,109,201
hs133bptenst,annotation,109,201
hs133bptenstcdf,annotation,109,201
hs133bptenstprobe,annotation,109,201
hs133bptentrezg,annotation,109,201
hs133bptentrezgcdf,annotation,109,201
hs133bptentrezgprobe,annotation,109,201
hs133bptrefseq,annotation,200,201
hs133bptrefseqcdf,annotation,200,201
hs133bptrefseqprobe,annotation,200,201
hs133phsense,annotation,109,201
hs133phsense7cdf,annotation,108,108
hs133phsense7probe,annotation,108,108
hs133phsensecdf,annotation,109,201
hs133phsenseprobe,annotation,109,201
hs133phsensg,annotation,109,201
hs133phsensg7cdf,annotation,108,108
hs133phsensg7probe,annotation,108,108
hs133phsensgcdf,annotation,109,201
hs133phsensgprobe,annotation,109,201
hs133phsenst,annotation,109,201
hs133phsenst7cdf,annotation,108,108
hs133phsenst7probe,annotation,108,108
hs133phsenstcdf,annotation,109,201
hs133phsenstprobe,annotation,109,201
hs133phsentrezg,annotation,109,201
hs133phsentrezg7cdf,annotation,108,108
hs133phsentrezg7probe,annotation,108,108
hs133phsentrezgcdf,annotation,109,201
hs133phsentrezgprobe,annotation,109,201
hs133phsrefseq,annotation,109,201
hs133phsrefseq7cdf,annotation,108,108
hs133phsrefseq7probe,annotation,108,108
hs133phsrefseqcdf,annotation,109,201
hs133phsrefseqprobe,annotation,109,201
hs133phsug,annotation,109,201
hs133phsug7cdf,annotation,108,108
hs133phsug7probe,annotation,108,108
hs133phsugcdf,annotation,109,201
hs133phsugprobe,annotation,109,201
hs133phsvegae,annotation,200,201
hs133phsvegaecdf,annotation,200,201
hs133phsvegaeprobe,annotation,200,201
hs133phsvegag,annotation,200,201
hs133phsvegagcdf,annotation,200,201
hs133phsvegagprobe,annotation,200,201
hs133phsvegat,annotation,200,201
hs133phsvegatcdf,annotation,200,201
hs133phsvegatprobe,annotation,200,201
hs133pptense,annotation,109,201
hs133pptense7cdf,annotation,108,108
hs133pptense7probe,annotation,108,108
hs133pptensecdf,annotation,109,201
hs133pptenseprobe,annotation,109,201
hs133pptensg,annotation,109,201
hs133pptensg7cdf,annotation,108,108
hs133pptensg7probe,annotation,108,108
hs133pptensgcdf,annotation,109,201
hs133pptensgprobe,annotation,109,201
hs133pptenst,annotation,109,201
hs133pptenstcdf,annotation,109,201
hs133pptenstprobe,annotation,109,201
hs133pptentrezg,annotation,109,201
hs133pptentrezgcdf,annotation,109,201
hs133pptentrezgprobe,annotation,109,201
hs133pptrefseq,annotation,200,201
hs133pptrefseqcdf,annotation,200,201
hs133pptrefseqprobe,annotation,200,201
hs133xhsense,annotation,109,201
hs133xhsense7cdf,annotation,108,108
hs133xhsense7probe,annotation,108,108
hs133xhsensecdf,annotation,109,201
hs133xhsenseprobe,annotation,109,201
hs133xhsensg,annotation,109,201
hs133xhsensg7cdf,annotation,108,108
hs133xhsensg7probe,annotation,108,108
hs133xhsensgcdf,annotation,109,201
hs133xhsensgprobe,annotation,109,201
hs133xhsenst,annotation,109,201
hs133xhsenst7cdf,annotation,108,108
hs133xhsenst7probe,annotation,108,108
hs133xhsenstcdf,annotation,109,201
hs133xhsenstprobe,annotation,109,201
hs133xhsentrezg,annotation,109,201
hs133xhsentrezg7cdf,annotation,108,108
hs133xhsentrezg7probe,annotation,108,108
hs133xhsentrezgcdf,annotation,109,201
hs133xhsentrezgprobe,annotation,109,201
hs133xhsrefseq,annotation,109,201
hs133xhsrefseq7cdf,annotation,108,108
hs133xhsrefseq7probe,annotation,108,108
hs133xhsrefseqcdf,annotation,109,201
hs133xhsrefseqprobe,annotation,109,201
hs133xhsug,annotation,109,201
hs133xhsug7cdf,annotation,108,108
hs133xhsug7probe,annotation,108,108
hs133xhsugcdf,annotation,109,201
hs133xhsugprobe,annotation,109,201
hs133xhsvegae,annotation,200,201
hs133xhsvegaecdf,annotation,200,201
hs133xhsvegaeprobe,annotation,200,201
hs133xhsvegag,annotation,200,201
hs133xhsvegagcdf,annotation,200,201
hs133xhsvegagprobe,annotation,200,201
hs133xhsvegat,annotation,200,201
hs133xhsvegatcdf,annotation,200,201
hs133xhsvegatprobe,annotation,200,201
hs133xptense,annotation,109,201
hs133xptense7cdf,annotation,108,108
hs133xptense7probe,annotation,108,108
hs133xptensecdf,annotation,109,201
hs133xptenseprobe,annotation,109,201
hs133xptensg,annotation,109,201
hs133xptensg7cdf,annotation,108,108
hs133xptensg7probe,annotation,108,108
hs133xptensgcdf,annotation,109,201
hs133xptensgprobe,annotation,109,201
hs133xptenst,annotation,109,201
hs133xptenstcdf,annotation,109,201
hs133xptenstprobe,annotation,109,201
hs133xptentrezg,annotation,109,201
hs133xptentrezgcdf,annotation,109,201
hs133xptentrezgprobe,annotation,109,201
hs133xptrefseq,annotation,200,201
hs133xptrefseqcdf,annotation,200,201
hs133xptrefseqprobe,annotation,200,201
hs25kresogen,annotation,109,201
hs25kresogen.db,annotation,202,
hs95av2hsense,annotation,109,201
hs95av2hsense7cdf,annotation,108,108
hs95av2hsense7probe,annotation,108,108
hs95av2hsensecdf,annotation,109,201
hs95av2hsenseprobe,annotation,109,201
hs95av2hsensg,annotation,109,201
hs95av2hsensg7cdf,annotation,108,108
hs95av2hsensg7probe,annotation,108,108
hs95av2hsensgcdf,annotation,109,201
hs95av2hsensgprobe,annotation,109,201
hs95av2hsenst,annotation,109,201
hs95av2hsenst7cdf,annotation,108,108
hs95av2hsenst7probe,annotation,108,108
hs95av2hsenstcdf,annotation,109,201
hs95av2hsenstprobe,annotation,109,201
hs95av2hsentrezg,annotation,109,201
hs95av2hsentrezg7cdf,annotation,108,108
hs95av2hsentrezg7probe,annotation,108,108
hs95av2hsentrezgcdf,annotation,109,201
hs95av2hsentrezgprobe,annotation,109,201
hs95av2hsrefseq,annotation,109,201
hs95av2hsrefseq7cdf,annotation,108,108
hs95av2hsrefseq7probe,annotation,108,108
hs95av2hsrefseqcdf,annotation,109,201
hs95av2hsrefseqprobe,annotation,109,201
hs95av2hsug,annotation,109,201
hs95av2hsug7cdf,annotation,108,108
hs95av2hsug7probe,annotation,108,108
hs95av2hsugcdf,annotation,109,201
hs95av2hsugprobe,annotation,109,201
hs95av2hsvegae,annotation,200,201
hs95av2hsvegaecdf,annotation,200,201
hs95av2hsvegaeprobe,annotation,200,201
hs95av2hsvegag,annotation,200,201
hs95av2hsvegagcdf,annotation,200,201
hs95av2hsvegagprobe,annotation,200,201
hs95av2hsvegat,annotation,200,201
hs95av2hsvegatcdf,annotation,200,201
hs95av2hsvegatprobe,annotation,200,201
hs95av2ptense,annotation,109,201
hs95av2ptense7cdf,annotation,108,108
hs95av2ptense7probe,annotation,108,108
hs95av2ptensecdf,annotation,109,201
hs95av2ptenseprobe,annotation,109,201
hs95av2ptensg,annotation,109,201
hs95av2ptensg7cdf,annotation,108,108
hs95av2ptensg7probe,annotation,108,108
hs95av2ptensgcdf,annotation,109,201
hs95av2ptensgprobe,annotation,109,201
hs95av2ptenst,annotation,109,201
hs95av2ptenstcdf,annotation,109,201
hs95av2ptenstprobe,annotation,109,201
hs95av2ptentrezg,annotation,109,201
hs95av2ptentrezgcdf,annotation,109,201
hs95av2ptentrezgprobe,annotation,109,201
hs95av2ptrefseq,annotation,200,201
hs95av2ptrefseqcdf,annotation,200,201
hs95av2ptrefseqprobe,annotation,200,201
hsahomology,annotation,108,202
hsex10stv2hsense,annotation,109,109
hsex10stv2hsense7cdf,annotation,108,108
hsex10stv2hsense7probe,annotation,108,108
hsex10stv2hsensecdf,annotation,109,109
hsex10stv2hsenseprobe,annotation,109,109
hsex10stv2hsensg,annotation,109,109
hsex10stv2hsensg7cdf,annotation,108,108
hsex10stv2hsensg7probe,annotation,108,108
hsex10stv2hsensgcdf,annotation,109,109
hsex10stv2hsensgprobe,annotation,109,109
hsex10stv2hsenst,annotation,109,109
hsex10stv2hsenst7cdf,annotation,108,108
hsex10stv2hsenst7probe,annotation,108,108
hsex10stv2hsenstcdf,annotation,109,109
hsex10stv2hsenstprobe,annotation,109,109
hsex10stv2hsentrezg,annotation,109,109
hsex10stv2hsentrezg7cdf,annotation,108,108
hsex10stv2hsentrezg7probe,annotation,108,108
hsex10stv2hsentrezgcdf,annotation,109,109
hsex10stv2hsentrezgprobe,annotation,109,109
hsex10stv2hsrefseq,annotation,109,109
hsex10stv2hsrefseq7cdf,annotation,108,108
hsex10stv2hsrefseq7probe,annotation,108,108
hsex10stv2hsrefseqcdf,annotation,109,109
hsex10stv2hsrefseqprobe,annotation,109,109
hsex10stv2hsug,annotation,109,109
hsex10stv2hsug7cdf,annotation,108,108
hsex10stv2hsug7probe,annotation,108,108
hsex10stv2hsugcdf,annotation,109,109
hsex10stv2hsugprobe,annotation,109,109
hsex10stv2ptense,annotation,109,109
hsex10stv2ptense7cdf,annotation,108,108
hsex10stv2ptense7probe,annotation,108,108
hsex10stv2ptensecdf,annotation,109,109
hsex10stv2ptenseprobe,annotation,109,109
hsex10stv2ptensg,annotation,109,109
hsex10stv2ptensg7cdf,annotation,108,108
hsex10stv2ptensg7probe,annotation,108,108
hsex10stv2ptensgcdf,annotation,109,109
hsex10stv2ptensgprobe,annotation,109,109
hsex10stv2ptenst,annotation,109,109
hsex10stv2ptenstcdf,annotation,109,109
hsex10stv2ptenstprobe,annotation,109,109
hsex10stv2ptentrezg,annotation,109,109
hsex10stv2ptentrezgcdf,annotation,109,109
hsex10stv2ptentrezgprobe,annotation,109,109
hsfocushsense,annotation,109,201
hsfocushsense7cdf,annotation,108,108
hsfocushsense7probe,annotation,108,108
hsfocushsensecdf,annotation,109,201
hsfocushsenseprobe,annotation,109,201
hsfocushsensg,annotation,109,201
hsfocushsensg7cdf,annotation,108,108
hsfocushsensg7probe,annotation,108,108
hsfocushsensgcdf,annotation,109,201
hsfocushsensgprobe,annotation,109,201
hsfocushsenst,annotation,109,201
hsfocushsenst7cdf,annotation,108,108
hsfocushsenst7probe,annotation,108,108
hsfocushsenstcdf,annotation,109,201
hsfocushsenstprobe,annotation,109,201
hsfocushsentrezg,annotation,109,201
hsfocushsentrezg7cdf,annotation,108,108
hsfocushsentrezg7probe,annotation,108,108
hsfocushsentrezgcdf,annotation,109,201
hsfocushsentrezgprobe,annotation,109,201
hsfocushsrefseq,annotation,109,201
hsfocushsrefseq7cdf,annotation,108,108
hsfocushsrefseq7probe,annotation,108,108
hsfocushsrefseqcdf,annotation,109,201
hsfocushsrefseqprobe,annotation,109,201
hsfocushsug,annotation,109,201
hsfocushsug7cdf,annotation,108,108
hsfocushsug7probe,annotation,108,108
hsfocushsugcdf,annotation,109,201
hsfocushsugprobe,annotation,109,201
hsfocushsvegae,annotation,200,201
hsfocushsvegaecdf,annotation,200,201
hsfocushsvegaeprobe,annotation,200,201
hsfocushsvegag,annotation,200,201
hsfocushsvegagcdf,annotation,200,201
hsfocushsvegagprobe,annotation,200,201
hsfocushsvegat,annotation,200,201
hsfocushsvegatcdf,annotation,200,201
hsfocushsvegatprobe,annotation,200,201
hsfocusptense,annotation,109,201
hsfocusptense7cdf,annotation,108,108
hsfocusptense7probe,annotation,108,108
hsfocusptensecdf,annotation,109,201
hsfocusptenseprobe,annotation,109,201
hsfocusptensg,annotation,109,201
hsfocusptensg7cdf,annotation,108,108
hsfocusptensg7probe,annotation,108,108
hsfocusptensgcdf,annotation,109,201
hsfocusptensgprobe,annotation,109,201
hsfocusptenst,annotation,109,201
hsfocusptenstcdf,annotation,109,201
hsfocusptenstprobe,annotation,109,201
hsfocusptentrezg,annotation,109,201
hsfocusptentrezgcdf,annotation,109,201
hsfocusptentrezgprobe,annotation,109,201
hsfocusptrefseq,annotation,200,201
hsfocusptrefseqcdf,annotation,200,201
hsfocusptrefseqprobe,annotation,200,201
hspeccdf,annotation,300,
htSeqTools,bioc,209,309
hta20probeset.db,annotation,304,
hta20stprobeset.db,annotation,301,303
hta20sttranscriptcluster.db,annotation,301,303
hta20transcriptcluster.db,annotation,304,
hthgu133a.db,annotation,204,
hthgu133acdf,annotation,109,
hthgu133afrmavecs,annotation,212,
hthgu133aprobe,annotation,200,
hthgu133b.db,annotation,204,
hthgu133bcdf,annotation,200,
hthgu133bprobe,annotation,200,
hthgu133plusa.db,annotation,313,
hthgu133plusb.db,annotation,313,
hthgu133pluspm.db,annotation,313,
hthgu133pluspmcdf,annotation,204,
hthgu133pluspmprobe,annotation,204,
htmg430a.db,annotation,313,
htmg430acdf,annotation,200,
htmg430aprobe,annotation,200,
htmg430b.db,annotation,313,
htmg430bcdf,annotation,200,
htmg430bprobe,annotation,200,
htmg430pm.db,annotation,313,
htmg430pmcdf,annotation,204,
htmg430pmprobe,annotation,204,
htrat230pm.db,annotation,313,
htrat230pmcdf,annotation,204,
htrat230pmprobe,annotation,204,
htratfocus.db,annotation,313,
htratfocuscdf,annotation,109,
htratfocusprobe,annotation,200,
hu35ksuba,annotation,108,202
hu35ksuba.db,annotation,201,
hu35ksubacdf,annotation,108,
hu35ksubaprobe,annotation,108,
hu35ksubb,annotation,108,202
hu35ksubb.db,annotation,201,
hu35ksubbcdf,annotation,108,
hu35ksubbprobe,annotation,108,
hu35ksubc,annotation,108,202
hu35ksubc.db,annotation,201,
hu35ksubccdf,annotation,108,
hu35ksubcprobe,annotation,108,
hu35ksubd,annotation,108,202
hu35ksubd.db,annotation,201,
hu35ksubdcdf,annotation,108,
hu35ksubdprobe,annotation,108,
hu6800,annotation,108,202
hu6800.db,annotation,201,
hu6800cdf,annotation,108,
hu6800probe,annotation,108,
hu6800subacdf,annotation,108,
hu6800subbcdf,annotation,108,
hu6800subccdf,annotation,108,
hu6800subdcdf,annotation,108,
huex.1.0.st.v2frmavecs,annotation,211,
huex10stprobeset.db,annotation,214,
huex10sttranscriptcluster.db,annotation,214,
hugene.1.0.st.v1frmavecs,annotation,211,
hugene10st.db,annotation,203,203
hugene10stprobeset.db,annotation,204,
hugene10sttranscriptcluster.db,annotation,204,
hugene10stv1.r3cdf,annotation,205,205
hugene10stv1cdf,annotation,206,
hugene10stv1probe,annotation,206,
hugene11stprobeset.db,annotation,206,
hugene11sttranscriptcluster.db,annotation,206,
hugene20stprobeset.db,annotation,212,
hugene20sttranscriptcluster.db,annotation,212,
hugene21stprobeset.db,annotation,212,
hugene21sttranscriptcluster.db,annotation,212,
human.db0,annotation,202,
human1mduov3bCrlmm,annotation,206,
human1mv1cCrlmm,annotation,206,
human370quadv3cCrlmm,annotation,206,
human370v1cCrlmm,annotation,206,
human550v3bCrlmm,annotation,206,
human610quadv1bCrlmm,annotation,206,
human650v3aCrlmm,annotation,206,
human660quadv1aCrlmm,annotation,206,
humanCHRLOC,annotation,108,
humanLLMappings,annotation,108,202
humanStemCell,experiment,202,
humancytosnp12v2p1hCrlmm,annotation,211,
humanomni1quadv1bCrlmm,annotation,206,
humanomni258v1aCrlmm,annotation,214,214
humanomni258v1p1bCrlmm,annotation,214,214
humanomni25quadv1bCrlmm,annotation,211,
humanomni5quadv1bCrlmm,annotation,213,
humanomniexpress12v1bCrlmm,annotation,207,
hummingbird,bioc,312,
hvuhomology,annotation,108,202
hwgcod,annotation,108,202
hwgcod.db,annotation,202,
hypeR,bioc,309,
hyperdraw,bioc,206,
hypergraph,bioc,108,
iASeq,bioc,210,
iBBiG,bioc,210,
iBMQ,bioc,212,
iCARE,bioc,303,
iCNV,bioc,307,
iCOBRA,bioc,303,
iCheck,bioc,302,
iChip,bioc,206,
iClusterPlus,bioc,214,
iFlow,bioc,206,212
iGC,bioc,302,
iNETgrate,bioc,318,
iPAC,bioc,211,
iPath,bioc,314,
iSEE,bioc,307,
iSEEde,bioc,318,
iSEEfier,bioc,319,
iSEEhex,bioc,316,
iSEEhub,bioc,316,
iSEEindex,bioc,318,
iSEEpathways,bioc,318,
iSEEtree,bioc,320,
iSEEu,bioc,311,
iSNetwork,bioc,109,201
iSPlot,bioc,108,201
iSeq,bioc,207,
iasva,bioc,308,
ibh,bioc,208,
icetea,bioc,308,
ideal,bioc,305,
idiogram,bioc,108,
idpr,bioc,312,
idr2d,bioc,310,
igvR,bioc,307,
igvShiny,bioc,319,
illuminaHumanDASLBeadID.db,annotation,203,208
illuminaHumanWGDASLv3.db,annotation,208,
illuminaHumanWGDASLv4.db,annotation,208,
illuminaHumanv1,annotation,200,201
illuminaHumanv1.db,annotation,202,
illuminaHumanv1BeadID.db,annotation,203,208
illuminaHumanv1ProbeID.db,annotation,202,202
illuminaHumanv2,annotation,200,201
illuminaHumanv2.db,annotation,202,
illuminaHumanv2BeadID.db,annotation,203,
illuminaHumanv2ProbeID.db,annotation,202,202
illuminaHumanv3.db,annotation,203,
illuminaHumanv3BeadID.db,annotation,203,208
illuminaHumanv3ProbeID.db,annotation,202,202
illuminaHumanv4.db,annotation,207,
illuminaHumanv4BeadID.db,annotation,207,208
illuminaMousev1,annotation,200,201
illuminaMousev1.db,annotation,203,
illuminaMousev1BeadID.db,annotation,203,208
illuminaMousev1ProbeID.db,annotation,202,202
illuminaMousev1p1,annotation,200,201
illuminaMousev1p1.db,annotation,203,
illuminaMousev1p1BeadID.db,annotation,203,208
illuminaMousev1p1ProbeID.db,annotation,202,202
illuminaMousev2.db,annotation,203,
illuminaMousev2BeadID.db,annotation,203,208
illuminaMousev2ProbeID.db,annotation,202,202
illuminaRatv1,annotation,200,201
illuminaRatv1.db,annotation,203,
illuminaRatv1BeadID.db,annotation,203,208
illuminaRatv1ProbeID.db,annotation,202,202
illuminaio,bioc,212,
imageHTS,bioc,207,316
imcRtools,bioc,314,
imcdatasets,experiment,313,
immunoClust,bioc,301,
immunogenViewer,bioc,320,
immunotation,bioc,313,
impute,bioc,108,
inSilicoDb,bioc,209,303
inSilicoMerging,bioc,210,303
ind1KG,experiment,205,303
indac,annotation,108,202
indac.db,annotation,201,
infercnv,bioc,309,
infinityFlow,bioc,312,
int.did.db,annotation,204,205
int.domine.db,annotation,204,205
int.geneint.db,annotation,204,205
int.intact.db,annotation,204,205
int.mppi.db,annotation,204,205
intansv,bioc,213,
interacCircos,bioc,313,
interactiveDisplay,bioc,213,
interactiveDisplayBase,bioc,300,
inveRsion,bioc,208,315
iontree,bioc,209,306
iontreeData,experiment,208,308
ipdDb,bioc,308,
isobar,bioc,209,
isomiRs,bioc,303,
iterClust,bioc,306,318
iterativeBMA,bioc,203,
iterativeBMAsurv,bioc,203,
iteremoval,bioc,307,315
ivygapSE,bioc,306,
jmosaics,bioc,212,303
joda,bioc,208,311
karyoploteR,bioc,305,
katdetectr,bioc,316,
kebabs,bioc,300,
keggorth,bioc,201,205
keggorthology,bioc,206,
kidpack,experiment,109,
kimod,bioc,303,311
kissDE,bioc,307,
klahomology,annotation,108,202
kmcut,bioc,320,
knowYourCG,bioc,319,
lapmix,bioc,109,
ldblock,bioc,302,
leeBamViews,experiment,206,
lefser,bioc,312,
lemur,bioc,318,
les,bioc,207,
leukemiasEset,experiment,212,
levi,bioc,308,
lfa,bioc,302,
liftOver,workflows,301,
limma,bioc,108,
limmaGUI,bioc,108,
limpca,bioc,319,
lineagespot,bioc,315,
lionessR,bioc,310,
lipidr,bioc,309,
lisaClust,bioc,313,
lmdme,bioc,211,
loci2path,bioc,307,
logicFS,bioc,108,
logitT,bioc,203,317
lol,bioc,208,310
lpNet,bioc,212,
lpsymphony,bioc,303,
lumi,bioc,200,
lumiBarnes,experiment,200,
lumiHumanAll.db,annotation,202,
lumiHumanIDMapping,annotation,203,
lumiHumanV1,annotation,200,201
lumiHumanV2,annotation,200,201
lumiMouseAll.db,annotation,202,
lumiMouseIDMapping,annotation,203,
lumiMouseV1,annotation,200,201
lumiRatAll.db,annotation,202,
lumiRatIDMapping,annotation,204,
lumiRatV1,annotation,200,201
lungExpression,experiment,109,
lute,bioc,319,
lydata,experiment,304,
lymphoma,experiment,109,200
m10kcod,annotation,108,202
m10kcod.db,annotation,202,
m20kcod,annotation,108,202
m20kcod.db,annotation,202,
m6Aboost,bioc,314,
mAPKL,bioc,301,316
mAPKLData,experiment,301,318
mBPCR,bioc,205,
mCSEA,bioc,307,
mCSEAdata,experiment,307,
mQTL.NMR,bioc,300,307
maCorrPlot,bioc,108,
maDB,bioc,108,213
maEndToEnd,workflows,308,
maPredictDSC,bioc,213,
maSigPro,bioc,108,
maanova,bioc,108,316
macat,bioc,108,318
macrophage,experiment,309,
made4,bioc,108,
maftools,bioc,304,
magpie,bioc,317,
magrene,bioc,316,
maigesPack,bioc,201,317
maizecdf,annotation,108,
maizeprobe,annotation,108,
makePlatformDesign,bioc,200,208
makecdfenv,bioc,108,
malaria.db0,annotation,202,
mammaPrintData,experiment,213,
mamurhesusmamuense,annotation,200,201
mamurhesusmamuensecdf,annotation,200,201
mamurhesusmamuenseprobe,annotation,200,201
mamurhesusmamuensg,annotation,200,201
mamurhesusmamuensgcdf,annotation,200,201
mamurhesusmamuensgprobe,annotation,200,201
mamurhesusmamuenst,annotation,200,201
mamurhesusmamuenstcdf,annotation,200,201
mamurhesusmamuenstprobe,annotation,200,201
mamurhesusmamuentrezg,annotation,200,201
mamurhesusmamuentrezgcdf,annotation,200,201
mamurhesusmamuentrezgprobe,annotation,200,201
mamurhesusmamurefseq,annotation,201,201
mamurhesusmamurefseqcdf,annotation,201,201
mamurhesusmamurefseqprobe,annotation,201,201
mamurhesusmamuug,annotation,200,201
mamurhesusmamuugcdf,annotation,200,201
mamurhesusmamuugprobe,annotation,200,201
manta,bioc,210,310
mapscape,bioc,305,
maqcExpression4plex,experiment,200,
mariner,bioc,317,
marinerData,experiment,317,
marr,bioc,312,
marray,bioc,108,
martini,bioc,307,
maser,bioc,308,
maskBAD,bioc,210,
massiR,bioc,214,
mastR,bioc,317,
matchBox,bioc,211,
matchprobes,bioc,108,206
matter,bioc,304,
mbOmic,bioc,315,317
mbQTL,bioc,317,
mbkmeans,bioc,309,
mcaGUI,bioc,208,312
mcsurvdata,experiment,308,
mdgsa,bioc,301,312
mdp,bioc,307,
mdqc,bioc,202,
medicagocdf,annotation,108,
medicagoprobe,annotation,108,
megadepth,bioc,312,
memes,bioc,313,
meshes,bioc,304,
meshr,bioc,214,
messina,bioc,214,
metaArray,bioc,108,311
metaCCA,bioc,303,
metaMS,bioc,214,
metaMSdata,experiment,214,
metaSeq,bioc,213,
metaX,bioc,302,303
metabCombiner,bioc,312,
metabinR,bioc,316,
metaboliteIDmapping,annotation,312,
metabolomicsWorkbenchR,bioc,312,
metabomxtr,bioc,300,
metagene,bioc,300,317
metagene2,bioc,309,
metagenomeFeatures,bioc,302,312
metagenomeSeq,bioc,212,
metahdep,bioc,204,
metapod,bioc,313,
metapone,bioc,314,
metaseqR,bioc,214,312
metaseqR2,bioc,311,
metavizr,bioc,305,316
methInheritSim,bioc,306,
methVisual,bioc,206,311
methimpute,bioc,306,
methodical,bioc,319,
methrix,bioc,310,
methyAnalysis,bioc,211,313
methyLImp2,bioc,319,
methylCC,bioc,310,
methylGSA,bioc,308,
methylInheritance,bioc,305,
methylKit,bioc,304,
methylMnM,bioc,213,
methylPipe,bioc,300,
methylSig,bioc,311,
methylationArrayAnalysis,workflows,304,
methylclock,bioc,314,
methylclockData,experiment,313,
methylscaper,bioc,313,
methylumi,bioc,205,
methyvim,bioc,306,312
methyvimData,experiment,306,312
mfa,bioc,306,
mgrhomology,annotation,108,202
mgsa,bioc,208,
mgu74a,annotation,108,202
mgu74a.db,annotation,201,
mgu74acdf,annotation,108,
mgu74aprobe,annotation,108,
mgu74av2,annotation,108,202
mgu74av2.db,annotation,201,
mgu74av2cdf,annotation,108,
mgu74av2probe,annotation,108,
mgu74b,annotation,108,202
mgu74b.db,annotation,201,
mgu74bcdf,annotation,108,
mgu74bprobe,annotation,108,
mgu74bv2,annotation,108,202
mgu74bv2.db,annotation,201,
mgu74bv2cdf,annotation,108,
mgu74bv2probe,annotation,108,
mgu74c,annotation,108,202
mgu74c.db,annotation,201,
mgu74ccdf,annotation,108,
mgu74cprobe,annotation,108,
mgu74cv2,annotation,108,202
mgu74cv2.db,annotation,201,
mgu74cv2cdf,annotation,108,
mgu74cv2probe,annotation,108,
mguatlas5k,annotation,108,202
mguatlas5k.db,annotation,201,
mgug4104a,annotation,108,202
mgug4104a.db,annotation,201,
mgug4120a,annotation,108,202
mgug4120a.db,annotation,201,
mgug4121a,annotation,108,202
mgug4121a.db,annotation,201,
mgug4122a,annotation,108,202
mgug4122a.db,annotation,201,
mi16cod,annotation,109,202
mi16cod.db,annotation,202,
miQC,bioc,313,
miRBaseConverter,bioc,306,
miRBaseVersions.db,annotation,303,
miRLAB,bioc,302,
miRNATarget,experiment,210,
miRNAmeConverter,bioc,303,
miRNApath,bioc,203,
miRNAtap,bioc,300,
miRNAtap.db,annotation,300,
miRSM,bioc,308,
miRcomp,bioc,302,
miRcompData,experiment,302,
miRmine,bioc,306,318
miRsponge,bioc,306,309
miRspongeR,bioc,309,
mia,bioc,313,
miaSim,bioc,314,
miaViz,bioc,313,
microRNA,bioc,203,
microRNAome,experiment,306,
microSTASIS,bioc,317,
microbiome,bioc,306,
microbiomeDASim,bioc,310,
microbiomeDataSets,experiment,313,
microbiomeExplorer,bioc,312,
microbiomeMarker,bioc,314,
midasHLA,bioc,313,
miloR,bioc,313,
mimager,bioc,305,
mina,bioc,313,
minet,bioc,203,
minfi,bioc,209,
minfiData,experiment,209,
minfiDataEPIC,experiment,304,
minionSummaryData,experiment,302,
mirIntegrator,bioc,302,
mirTarRnaSeq,bioc,313,
mirbase.db,annotation,206,
mirna102xgaincdf,annotation,207,
mirna10cdf,annotation,205,
mirna10probe,annotation,205,
mirna20cdf,annotation,207,
missMethyl,bioc,300,
missRows,bioc,307,
mistyR,bioc,313,
mitch,bioc,311,
mitoClone2,bioc,314,
mitoODE,bioc,213,311
mitoODEdata,experiment,213,312
mixOmics,bioc,308,
mlm4omics,bioc,309,310
mm11ksubammense,annotation,109,201
mm11ksubammense7cdf,annotation,108,108
mm11ksubammense7probe,annotation,108,108
mm11ksubammensecdf,annotation,109,201
mm11ksubammenseprobe,annotation,109,201
mm11ksubammensg,annotation,109,201
mm11ksubammensg7cdf,annotation,108,108
mm11ksubammensg7probe,annotation,108,108
mm11ksubammensgcdf,annotation,109,201
mm11ksubammensgprobe,annotation,109,201
mm11ksubammenst,annotation,109,201
mm11ksubammenst7cdf,annotation,108,108
mm11ksubammenst7probe,annotation,108,108
mm11ksubammenstcdf,annotation,109,201
mm11ksubammenstprobe,annotation,109,201
mm11ksubammentrezg,annotation,109,201
mm11ksubammentrezg7cdf,annotation,108,108
mm11ksubammentrezg7probe,annotation,108,108
mm11ksubammentrezgcdf,annotation,109,201
mm11ksubammentrezgprobe,annotation,109,201
mm11ksubammrefseq,annotation,109,201
mm11ksubammrefseq7cdf,annotation,108,108
mm11ksubammrefseq7probe,annotation,108,108
mm11ksubammrefseqcdf,annotation,109,201
mm11ksubammrefseqprobe,annotation,109,201
mm11ksubammug,annotation,109,201
mm11ksubammug7cdf,annotation,108,108
mm11ksubammug7probe,annotation,108,108
mm11ksubammugcdf,annotation,109,201
mm11ksubammugprobe,annotation,109,201
mm11ksubammvegae,annotation,200,201
mm11ksubammvegaecdf,annotation,200,201
mm11ksubammvegaeprobe,annotation,200,201
mm11ksubammvegag,annotation,200,201
mm11ksubammvegagcdf,annotation,200,201
mm11ksubammvegagprobe,annotation,200,201
mm11ksubammvegat,annotation,200,201
mm11ksubammvegatcdf,annotation,200,201
mm11ksubammvegatprobe,annotation,200,201
mm11ksubbmmense,annotation,109,201
mm11ksubbmmense7cdf,annotation,108,108
mm11ksubbmmense7probe,annotation,108,108
mm11ksubbmmensecdf,annotation,109,201
mm11ksubbmmenseprobe,annotation,109,201
